ID_Venda;Data;Cliente;Produto;Categoria;Regiao;Canal_Venda;Vendedor;Cidade;Valor_Unitario;Quantidade;Desconto_Pct;Total_Venda;Status;Nota_Cliente;Prazo_Entrega;Margem_Pct
164;2024-07-21;CLI-23805;Mouse Logitech;Eletrônicos;Sul;Online;Maria;Belo Horizonte;1843,92;13;0,1;409493,55;Concluída;1,5;14;44,8
165;2024/06/15 14:30:00;CLI-18954;Mouse Logitech;Periféricos;Norte;Online;Carlos;Belo Horizonte;7122,99;13;14,0;302613,11;Cancelada;4,6;28;
166;2024-09-08;CLI-61966;Teclado Mecânico;Periféricos;Sudeste;Revendedor;Ana;Belo Horizonte;2957,58;10;28,3;21205,85;Pendente;2,7;11;31,4
167;2024-10-16;CLI-41884;iPhone 15;Periféricos;Nordeste;Revendedor;Ana;Porto Alegre;6670,6;5;29,7;23447,16;Pendente;3,5;5;11,8
168;2024-01-08;CLI-78005;Teclado Mecânico;Acessórios;Norte;Loja Física;Maria;Porto Alegre;1981,84;3;25,8;19852,11;Pendente;1,2;13;13,8
169;2024-03-16;CLI-77948;Monitor LG;Acessórios;Sul;Online;Ana;Belo Horizonte;6041,09;5;24,2;87003,77;Concluída;2,5;26;19,1
170;2024-04-17;CLI-97463;iPhone 15;Periféricos;Sudeste;Televendas;João;Curitiba;;8;29,2;29219,56;Concluída;3,0;3;31,6
171;03-10-2024;CLI-29803;Monitor LG;Periféricos;Sudeste;Loja Física;Pedro;Curitiba;1579,56;3;11,4;4198,47;Concluída;1,8;4;25,5
172;inválida;CLI-15914;Notebook Dell;Periféricos;Centro-Oeste;Loja Física;Maria;Porto Alegre;1471,87;dez;11,4;17605,04;Concluída;3,9;2;40,9
173;2024-06-14;CLI-53723;Monitor LG;Eletrônicos;Centro-Oeste;Online;Maria;Belo Horizonte;3484,69;7;11,9;367480,37;Cancelada;4,2;25;15,3
174;11-01-2024;CLI-78397;Monitor LG;Eletrônicos;Norte;Loja Física;Maria;Porto Alegre;6095,05;12;11,0;703027,4;Concluída;2,5;21;41,7
175;2024-07-31;CLI-19418;iPhone 15;Acessórios;Nordeste;Revendedor;Maria;Rio de Janeiro;840,35;five;14,5;6466,5;Pendente;4,9;4;22,3
176;21/07/2024;CLI-97406;iPhone 15;Acessórios;Centro-Oeste;Loja Física;Ana;Porto Alegre;5016,13;7;4,3;33603,05;Cancelada;4,1;24;29,1
177;03/05/2024;CLI-13495;Monitor LG;Eletrônicos;Centro-Oeste;Televendas;Ana;Rio de Janeiro;8384,41;14;3,5;113273,38;Cancelada;1,6;30;18,9
178;10/01/2024;CLI-57946;Teclado Mecânico;Periféricos;Sul;Loja Física;Maria;Porto Alegre;1774,42;14;18,1;91554,75;Concluída;2,9;30;33,8
179;20/09/2024;CLI-34218;iPhone 15;Periféricos;Centro-Oeste;Loja Física;Ana;Curitiba;3989,92;5;7,2;18513,23;Cancelada;1,4;21;9,2
180;03/10/2024;CLI-51741;Teclado Mecânico;Eletrônicos;Nordeste;Televendas;Ana;Porto Alegre;1418,89;11;26,5;11471,73;Cancelada;1,1;24;16,7
181;inválida;CLI-62131;Monitor LG;Acessórios;Sudeste;Televendas;Carlos;Rio de Janeiro;8644,07;10;7,2;80216,97;Cancelada;3,3;21;26,2
182;2024-02-02;CLI-96275;Teclado Mecânico;Periféricos;Nordeste;Online;Maria;Rio de Janeiro;7325,39;11;11,1;1224958,35;Pendente;3,4;17;11,3
183;21-05-2024;CLI-84840;Notebook Dell;Periféricos;Centro-Oeste;Revendedor;João;São Paulo;;13;0,9;61224,91;Pendente;3,0;30;15,3
184;2024-01-22;CLI-18642;Notebook Dell;Acessórios;Nordeste;Revendedor;Carlos;Porto Alegre;3268,11;9;24,6;22177,39;Cancelada;;22;10,2
185;10/08/2024;CLI-19292;Mouse Logitech;Eletrônicos;Sudeste;Revendedor;Pedro;Belo Horizonte;915,96;3;21,2;2165,33;Concluída;2,6;15;34,7
186;03-07-2024;CLI-52701;Mouse Logitech;Periféricos;Sudeste;Online;Carlos;Porto Alegre;2688,69;12.0;0,5;101659,39;Cancelada;2,5;23;40,3
187;2024-10-05;CLI-50853;iPhone 15;Eletrônicos;Sudeste;Loja Física;Maria;Belo Horizonte;8689,57;10;21,2;308132,14;Pendente;3,2;6;10,7
188;02/02/2024;CLI-45790;Notebook Dell;Periféricos;Sul;Televendas;Maria;Porto Alegre;3025,66;12;3,5;157667,13;Pendente;1,9;23;35,9
189;09/12/2024;CLI-31323;Mouse Logitech;Acessórios;Centro-Oeste;Online;Ana;Porto Alegre;6681,43;7;7,8;163863,41;Cancelada;4,8;30;24,1
190;inválida;CLI-15163;Monitor LG;Acessórios;Sudeste;Online;João;São Paulo;8745,64;3;19,6;80159,02;Pendente;1,0;3;12,4
191;16-12-2024;CLI-85616;iPhone 15;Acessórios;Sudeste;Televendas;Carlos;Curitiba;8281,18;dez;1,2;106363,48;Cancelada;4,5;4;17,2
192;17/01/2024;CLI-59823;Mouse Logitech;Periféricos;Centro-Oeste;Online;Carlos;Porto Alegre;162,8;10;8,3;5672,94;Cancelada;1,8;15;37,1
193;28/10/2024;CLI-88888;Teclado Mecânico;Eletrônicos;Centro-Oeste;Online;Pedro;Rio de Janeiro;2621,44;14;15,2;118262,61;Pendente;4,5;9;43,1
194;2024-08-08;CLI-63391;iPhone 15;Periféricos;Norte;Televendas;João;Curitiba;4953,2;2;19,0;8024,18;Concluída;3,7;7;24,1
195;2024-12-04;CLI-93941;Monitor LG;Eletrônicos;Sul;Online;Ana;Porto Alegre;4320,43;7;2,7;111820,51;Pendente;2,3;20;37,4
196;15/10/2024;CLI-93554;Teclado Mecânico;Acessórios;Norte;Loja Física;Ana;Curitiba;;9;29,7;37884,75;Cancelada;4,0;18;18,6
197;2024-12-09;CLI-83713;Teclado Mecânico;Periféricos;Norte;Loja Física;Carlos;Porto Alegre;5992,63;7;4,2;40186,58;Cancelada;3,1;21;16,7
198;15/04/2024;CLI-74213;Mouse Logitech;Eletrônicos;Nordeste;Televendas;Pedro;Rio de Janeiro;4055,37;2;15,9;6821,13;Pendente;2,1;29;42,5
199;inválida;CLI-47943;Mouse Logitech;Acessórios;Centro-Oeste;Online;Maria;Curitiba;5475,22;14;10,7;1170515,52;Pendente;2,1;29;44,8
200;24/02/2024;CLI-94588;Mouse Logitech;Acessórios;Sul;Online;Maria;São Paulo;6767,51;6;10,5;621440,14;Concluída;1,4;22;25,6
201;08-11-2024;CLI-92113;Mouse Logitech;Eletrônicos;Sudeste;Loja Física;Carlos;Rio de Janeiro;6470,4;9;11,1;0,87;Cancelada;1,3;1;12,4
202;2024-01-12;CLI-52616;Monitor LG;Acessórios;Sul;Loja Física;Carlos;Curitiba;5014,68;9;4,5;103442,81;Cancelada;2,2;8;27,7
203;01/03/2024;CLI-99304;iPhone 15;Acessórios;Centro-Oeste;Online;Ana;Belo Horizonte;8385,58;9;14,4;245489,54;Concluída;1,9;27;44,8
204;01/05/2024;CLI-75479;Notebook Dell;Eletrônicos;Sul;Loja Física;Maria;Curitiba;1218,17;five;0,4;65518,06;Pendente;1,7;30;19,5
205;26/03/2024;CLI-16409;Notebook Dell;Eletrônicos;Nordeste;Online;Pedro;São Paulo;6511,69;6;3,1;143864,09;Cancelada;4,4;12;18,7
206;2024/06/15 14:30:00;CLI-28063;Monitor LG;Periféricos;Centro-Oeste;Revendedor;Ana;Rio de Janeiro;4016,24;14;1,5;55383,95;Concluída;1,5;29;
207;08/08/2024;CLI-56931;Notebook Dell;Eletrônicos;Nordeste;Loja Física;Maria;Porto Alegre;1371,52;13;11,5;71007,03;Cancelada;4,7;7;11,7
208;inválida;CLI-26621;Mouse Logitech;Eletrônicos;Norte;Televendas;Ana;Belo Horizonte;3725,85;3;27,8;8070,19;Cancelada;3,2;23;31,4
209;16/05/2024;CLI-64033;Notebook Dell;Eletrônicos;Sudeste;Online;Pedro;Belo Horizonte;;10;7,2;274430,07;Pendente;1,1;22;38,9
210;27/12/2024;CLI-76606;Notebook Dell;Periféricos;Nordeste;Revendedor;Pedro;Belo Horizonte;5828,79;dez;24,2;44182,23;Pendente;1,8;28;15,2
211;07/03/2024;CLI-65884;Teclado Mecânico;Periféricos;Norte;Loja Física;Carlos;Rio de Janeiro;4507,84;15;2,3;66062,4;Cancelada;3,8;18;32,4
212;2024-08-20;CLI-29625;Monitor LG;Periféricos;Nordeste;Televendas;João;Porto Alegre;1748,93;2;10,4;3134,08;Pendente;3,3;2;21,8
213;15-Jun-2024;CLI-99560;Monitor LG;Eletrônicos;Centro-Oeste;Revendedor;Ana;São Paulo;1608,5;12;16,3;16155,77;;4,8;25;38,2
214;11-07-2024;CLI-91042;Mouse Logitech;Acessórios;Centro-Oeste;Revendedor;Pedro;Curitiba;1396,94;15;1,2;20702,65;Pendente;3,8;29;25,1
215;03/07/2024;CLI-46720;Mouse Logitech;Periféricos;Norte;Loja Física;João;Belo Horizonte;574,27;14;5,4;7605,63;Pendente;1,9;4;15,8
216;27/07/2024;CLI-13614;Mouse Logitech;Eletrônicos;Nordeste;Revendedor;Maria;Curitiba;5844,94;2;11,4;46607,54;Concluída;4,9;22;10,3
217;inválida;CLI-36997;Monitor LG;Eletrônicos;Sudeste;Loja Física;Pedro;Porto Alegre;8695,85;8;26,7;50992,46;Cancelada;3,3;26;44,9
218;22-11-2024;CLI-57499;iPhone 15;Acessórios;Sudeste;Loja Física;Carlos;São Paulo;2854,11;7;7,1;57536,87;Cancelada;3,1;17;24,2
219;11/02/2024;CLI-41081;Notebook Dell;Acessórios;Centro-Oeste;Televendas;João;Porto Alegre;8893,2;10;22,9;68566,57;Pendente;1,7;15;18,4
220;2024-06-24;CLI-26337;Teclado Mecânico;Acessórios;Sul;Online;Pedro;Curitiba;1181,98;13;13,4;50565,57;Cancelada;4,6;1;8,0
221;2024-01-19;CLI-87632;Teclado Mecânico;Periféricos;Sul;Online;Carlos;Rio de Janeiro;2532,21;3;27,1;21044,17;Cancelada;2,9;26;27,0
222;15/01/2024;CLI-12518;iPhone 15;Periféricos;Sudeste;Revendedor;Maria;Curitiba;;5;27,0;12546,72;Concluída;2,6;11;5,8
223;07/04/2024;CLI-22867;Monitor LG;Periféricos;Sudeste;Loja Física;Maria;Belo Horizonte;2348,64;12.0;15,3;62662,9;Cancelada;2,8;15;14,1
224;25-05-2024;CLI-87683;Teclado Mecânico;Acessórios;Centro-Oeste;Online;Pedro;São Paulo;2951,36;13;9,3;132238,06;Cancelada;2,3;21;37,2
225;10/08/2024;CLI-54604;Monitor LG;Periféricos;Nordeste;Revendedor;Maria;Rio de Janeiro;4183,64;3;10,4;50605,29;Concluída;4,2;2;18,5
226;inválida;CLI-19097;iPhone 15;Periféricos;Sul;Televendas;João;Belo Horizonte;1872,8;9;9,6;15237,1;Pendente;3,8;23;8,4
227;10-01-2024;CLI-55830;iPhone 15;Acessórios;Norte;Televendas;Ana;Curitiba;2010,45;15;26,7;22104,9;Cancelada;4,2;25;19,5
228;2024-10-30;CLI-63129;Teclado Mecânico;Eletrônicos;Norte;Loja Física;João;Belo Horizonte;2776,74;12;14,3;28555,99;Concluída;1,3;19;11,5
229;05/12/2024;CLI-34833;Teclado Mecânico;Acessórios;Norte;Televendas;Pedro;Belo Horizonte;1490,75;dez;23,3;2286,81;Cancelada;2,3;2;6,4
230;06-03-2024;CLI-68179;Teclado Mecânico;Eletrônicos;Centro-Oeste;Loja Física;João;Curitiba;600,18;14;13,8;7242,97;Concluída;3,4;2;19,9
231;05/03/2024;CLI-15699;Mouse Logitech;Acessórios;Centro-Oeste;Revendedor;João;Rio de Janeiro;230,22;5;29,4;812,68;Cancelada;2,1;6;18,9
232;30/03/2024;CLI-16837;iPhone 15;Acessórios;Sudeste;Online;Carlos;Belo Horizonte;5676,46;14;18,9;244912,01;Cancelada;1,7;3;35,7
233;12-01-2024;CLI-19456;Monitor LG;Acessórios;Sudeste;Revendedor;Ana;São Paulo;3310,58;five;10,4;35595,36;Concluída;2,0;21;39,9
234;28-06-2024;CLI-89779;Monitor LG;Periféricos;Sudeste;Revendedor;Maria;Rio de Janeiro;8879,97;12;28,4;343335,15;Pendente;2,0;1;17,2
235;inválida;CLI-24750;iPhone 15;Periféricos;Sudeste;Televendas;Ana;Porto Alegre;;9;13,4;40346,73;Cancelada;4,6;18;38,9
236;27/11/2024;CLI-56651;Monitor LG;Eletrônicos;Sudeste;Televendas;Carlos;Porto Alegre;6509,52;10;9,2;59106,44;Cancelada;4,1;23;44,4
237;2024-08-03;CLI-85473;Teclado Mecânico;Periféricos;Sudeste;Loja Física;Pedro;Porto Alegre;3839,8;13;14,4;42729,29;Cancelada;3,7;16;38,6
238;13-10-2024;CLI-23194;Mouse Logitech;Acessórios;Norte;Loja Física;João;Curitiba;7240,15;4;2,8;28149,7;Cancelada;4,6;12;20,7
239;2024-08-25;CLI-33644;Teclado Mecânico;Eletrônicos;Nordeste;Revendedor;Carlos;São Paulo;2959,26;3;4,2;8504,91;Cancelada;2,6;30;36,5
240;14/02/2024;CLI-62834;iPhone 15;Eletrônicos;Centro-Oeste;Televendas;Carlos;Porto Alegre;6081,78;6;14,8;31090,06;Cancelada;4,6;7;15,5
241;06/01/2024;CLI-98491;Teclado Mecânico;Periféricos;Sudeste;Revendedor;Carlos;São Paulo;2094,02;9;28,2;13531,56;Cancelada;3,0;17;21,9
242;08-10-2024;CLI-50184;Mouse Logitech;Periféricos;Centro-Oeste;Loja Física;Ana;Belo Horizonte;4786,67;4;18,3;15642,84;Pendente;1,4;11;39,7
243;21/02/2024;CLI-35142;Teclado Mecânico;Acessórios;Sudeste;Televendas;Maria;São Paulo;5747,5;13;12,8;293191,47;Concluída;4,2;10;45,0
244;inválida;CLI-40080;iPhone 15;Eletrônicos;Sudeste;Loja Física;Ana;São Paulo;1381,4;5;5,8;6506,39;Concluída;2,5;9;7,4
245;09-08-2024;CLI-37609;Notebook Dell;Acessórios;Norte;Televendas;Pedro;Belo Horizonte;1112,74;5;11,7;4912,75;Pendente;;29;6,3
246;25-11-2024;CLI-94643;Mouse Logitech;Acessórios;Sul;Televendas;Maria;Belo Horizonte;4372,54;9;19,0;143441,19;Concluída;3,4;18;27,6
247;2024/06/15 14:30:00;CLI-22915;iPhone 15;Periféricos;Sudeste;Loja Física;Ana;São Paulo;6104,35;4;28,0;17580,53;Cancelada;1,8;9;
248;23-06-2024;CLI-11164;Teclado Mecânico;Eletrônicos;Norte;Online;João;Rio de Janeiro;;dez;28,8;60675,09;Cancelada;1,9;25;33,1
249;20-08-2024;CLI-99053;Mouse Logitech;Periféricos;Centro-Oeste;Online;Carlos;São Paulo;2807,84;9;1,6;94491,67;Cancelada;2,3;27;12,9
250;09-09-2024;CLI-21145;Notebook Dell;Eletrônicos;Nordeste;Revendedor;Pedro;Curitiba;6071,79;12;25,4;54354,66;Cancelada;1,3;29;39,2
251;24-02-2024;CLI-75708;Notebook Dell;Periféricos;Sul;Online;Pedro;Porto Alegre;1428,72;3;18,6;13257,93;Concluída;4,2;21;22,4
252;16/01/2024;CLI-75382;Monitor LG;Eletrônicos;Norte;Loja Física;João;Curitiba;794,48;3;0,9;5668,78;Cancelada;2,2;21;41,7
253;inválida;CLI-27775;Teclado Mecânico;Acessórios;Norte;Televendas;Ana;Belo Horizonte;8507,41;15;26,5;93794,2;Pendente;2,0;16;28,6
254;22/04/2024;CLI-71016;Notebook Dell;Acessórios;Norte;Online;Pedro;São Paulo;7806,39;15;8,8;405807,4;Cancelada;1,4;2;39,2
255;19/09/2024;CLI-18336;Monitor LG;Eletrônicos;Sudeste;Online;Pedro;Rio de Janeiro;6310,62;1;8,8;21870,1;Pendente;3,6;5;33,7
256;2024-07-29;CLI-32947;Notebook Dell;Eletrônicos;Norte;Televendas;Pedro;Rio de Janeiro;1420,79;14;24,5;15017,75;Pendente;3,6;18;12,8
257;2024-04-15;CLI-37593;Mouse Logitech;Acessórios;Norte;Online;Ana;Curitiba;1590,46;8;12,0;42547,99;Pendente;2,5;19;10,0
258;14-01-2024;CLI-19130;Mouse Logitech;Eletrônicos;Centro-Oeste;Revendedor;Maria;São Paulo;3482,11;14;24,0;166723,43;Pendente;3,9;8;32,8
259;31/05/2024;CLI-24213;Monitor LG;Periféricos;Nordeste;Online;Pedro;Porto Alegre;8231,61;8;4,2;239730,83;Concluída;3,9;16;13,0
260;2024-05-14;CLI-70599;Notebook Dell;Periféricos;Centro-Oeste;Online;Pedro;Rio de Janeiro;7575,25;12.0;7,6;186187,54;Concluída;2,2;21;6,6
261;2024-07-10;CLI-20783;Mouse Logitech;Acessórios;Nordeste;Online;João;São Paulo;;14;7,2;115920,33;Concluída;4,7;1;33,5
262;inválida;CLI-46815;Monitor LG;Acessórios;Nordeste;Revendedor;Carlos;Porto Alegre;6675,16;five;21,7;26133,25;Cancelada;1,7;7;24,6
263;18/11/2024;CLI-26344;Teclado Mecânico;Acessórios;Centro-Oeste;Loja Física;Pedro;Rio de Janeiro;7400,95;5;5,8;34858,47;Concluída;1,2;26;32,3
264;2024-02-14;CLI-55984;Monitor LG;Periféricos;Sul;Televendas;Ana;Rio de Janeiro;1937,4;13;16,1;21131,22;Cancelada;1,1;7;19,6
265;22-03-2024;CLI-66422;iPhone 15;Acessórios;Nordeste;Televendas;Carlos;Rio de Janeiro;4582,95;11;11,0;44867,08;Cancelada;2,7;30;42,4
266;15-Jun-2024;CLI-38402;iPhone 15;Acessórios;Sul;Loja Física;Maria;Porto Alegre;2706,93;4;24,1;36982,08;;3,1;21;15,4
267;12/12/2024;CLI-60008;Mouse Logitech;Periféricos;Nordeste;Online;Ana;Curitiba;198,28;dez;4,0;9403,21;Cancelada;4,1;11;11,6
268;01/04/2024;CLI-13613;Notebook Dell;Acessórios;Norte;Online;Ana;São Paulo;2538,86;2;1,4;19025,19;Concluída;2,2;4;30,9
269;10-06-2024;CLI-92679;Teclado Mecânico;Eletrônicos;Centro-Oeste;Online;Maria;Belo Horizonte;1167,77;12;3,0;232437,56;Concluída;1,6;6;43,6
270;2024-07-23;CLI-33837;Notebook Dell;Periféricos;Sudeste;Online;Maria;Porto Alegre;7284,69;3;16,1;313538,08;Cancelada;4,5;15;6,6
271;inválida;CLI-70093;Notebook Dell;Periféricos;Nordeste;Online;Maria;São Paulo;804,22;7;18,7;78263,62;Pendente;2,2;7;14,7
272;06/04/2024;CLI-60053;Monitor LG;Acessórios;Sudeste;Online;Carlos;São Paulo;5845,47;5;22,0;86629,85;Cancelada;1,2;9;25,9
273;2024-06-02;CLI-58704;Mouse Logitech;Periféricos;Norte;Online;Ana;Rio de Janeiro;1713,94;9;18,3;47889,88;Concluída;1,8;2;7,0
274;2024-03-01;CLI-81792;iPhone 15;Eletrônicos;Sudeste;Revendedor;João;Porto Alegre;;11;11,9;77641,0;Pendente;3,2;3;23,2
275;14-06-2024;CLI-54936;Mouse Logitech;Acessórios;Nordeste;Revendedor;Carlos;Porto Alegre;7074,82;5;25,5;26353,7;Cancelada;4,9;24;32,3
276;20-04-2024;CLI-38267;Monitor LG;Eletrônicos;Nordeste;Loja Física;Carlos;Rio de Janeiro;5706,56;7;10,2;35871,44;Cancelada;3,7;26;38,1
277;16-01-2024;CLI-82155;iPhone 15;Acessórios;Norte;Loja Física;Carlos;Curitiba;5221,53;13;29,8;47651,68;Cancelada;1,4;20;20,6
278;2024-08-26;CLI-42915;Teclado Mecânico;Periféricos;Centro-Oeste;Online;Carlos;Rio de Janeiro;2539,25;6;14,0;49789,61;Cancelada;2,0;25;16,2
279;2024-02-13;CLI-29560;Notebook Dell;Acessórios;Nordeste;Revendedor;Ana;Belo Horizonte;5645,57;3;20,5;13464,68;Concluída;2,3;7;14,6
280;inválida;CLI-12048;Teclado Mecânico;Acessórios;Norte;Televendas;Pedro;Curitiba;7595,32;15;27,6;82485,18;Concluída;3,2;17;32,4
281;13/11/2024;CLI-60097;iPhone 15;Acessórios;Sul;Revendedor;Maria;Curitiba;2421,93;1;27,4;24528,56;Concluída;3,3;6;16,3
282;12/09/2024;CLI-73154;iPhone 15;Eletrônicos;Norte;Revendedor;Carlos;Porto Alegre;1326,41;1;1,2;1310,49;Cancelada;4,7;14;24,6
283;04/03/2024;CLI-23954;Notebook Dell;Acessórios;Norte;Televendas;Carlos;Curitiba;8821,24;10;20,7;69952,43;Cancelada;4,6;13;35,4
284;20-06-2024;CLI-58473;Teclado Mecânico;Periféricos;Centro-Oeste;Televendas;Carlos;Rio de Janeiro;1669,41;4;18,6;5435,6;Cancelada;1,6;9;10,9
285;03/01/2024;CLI-64347;iPhone 15;Acessórios;Nordeste;Televendas;Pedro;Curitiba;5515,24;10;4,1;52891,15;Cancelada;4,3;21;14,9
286;29/08/2024;CLI-79621;Monitor LG;Acessórios;Centro-Oeste;Televendas;João;Belo Horizonte;7846,53;dez;3,6;30256,22;Concluída;2,4;6;27,1
287;26-03-2024;CLI-31885;Monitor LG;Eletrônicos;Centro-Oeste;Televendas;Pedro;São Paulo;;11;14,9;12296,89;Pendente;2,7;29;19,7
288;2024/06/15 14:30:00;CLI-64744;Monitor LG;Eletrônicos;Centro-Oeste;Loja Física;Maria;São Paulo;7119,28;1;9,0;29153,43;Cancelada;2,6;3;
289;inválida;CLI-29746;Notebook Dell;Eletrônicos;Sul;Loja Física;Pedro;Rio de Janeiro;3081,92;2;4,0;5917,29;Concluída;2,5;7;24,2
290;18/12/2024;CLI-68045;Mouse Logitech;Acessórios;Norte;Televendas;Ana;Porto Alegre;7100,05;2;11,2;12609,69;Pendente;5,0;14;27,8
291;11-11-2024;CLI-89644;iPhone 15;Eletrônicos;Nordeste;Loja Física;João;Porto Alegre;115,34;five;17,8;2939,08;Cancelada;2,8;17;7,1
292;2024-11-14;CLI-97745;Mouse Logitech;Acessórios;Sul;Online;João;Curitiba;5400,46;10;17,0;170330,52;Cancelada;4,5;10;12,3
293;01-02-2024;CLI-57146;iPhone 15;Periféricos;Sul;Revendedor;Carlos;Porto Alegre;7935,56;5;0,2;39598,44;Cancelada;3,8;25;33,3
294;20-03-2024;CLI-35321;Monitor LG;Periféricos;Sudeste;Televendas;Ana;Curitiba;7123,41;8;19,0;46159,7;Pendente;3,7;18;29,1
295;2024-01-24;CLI-31397;Mouse Logitech;Periféricos;Sudeste;Televendas;Maria;Rio de Janeiro;1051,96;10;22,4;36734,44;Pendente;2,5;1;14,0
296;2024-11-20;CLI-95565;Notebook Dell;Eletrônicos;Sul;Revendedor;João;Rio de Janeiro;6179,0;14;25,0;64879,5;Pendente;4,4;14;17,2
297;2024-12-10;CLI-24882;Notebook Dell;Periféricos;Norte;Revendedor;Maria;São Paulo;8656,55;12.0;28,3;363094,65;Concluída;2,0;23;30,0
298;inválida;CLI-74456;iPhone 15;Eletrônicos;Norte;Online;Ana;Curitiba;4146,16;8;10,2;113186,84;Pendente;4,2;24;13,6
299;02/08/2024;CLI-15770;iPhone 15;Eletrônicos;Sudeste;Televendas;João;Curitiba;683,93;4;26,8;2002,55;Pendente;1,6;15;12,4
300;02-01-2024;CLI-95264;iPhone 15;Periféricos;Norte;Revendedor;João;Curitiba;;4;13,5;598,89;Concluída;1,4;9;21,3
301;15-05-2024;CLI-63749;Mouse Logitech;Eletrônicos;Centro-Oeste;Online;Ana;Curitiba;3601,25;8;24,1;83093,8;Cancelada;1,7;211;36,6
302;2024-01-15;CLI-12807;Notebook Dell;Periféricos;Norte;Loja Física;Maria;Curitiba;5496,06;5;14,3;105977,79;Cancelada;1,6;5;29,7
303;30/09/2024;CLI-80293;Notebook Dell;Eletrônicos;Centro-Oeste;Televendas;Ana;Curitiba;4111,48;3;16,5;10299,26;Cancelada;2,6;14;21,9
304;22-03-2024;CLI-75307;Mouse Logitech;Acessórios;Centro-Oeste;Revendedor;Maria;Porto Alegre;4012,82;1;25,0;13543,29;Pendente;1,6;22;28,7
305;01-09-2024;CLI-63632;Teclado Mecânico;Acessórios;Norte;Online;Ana;Belo Horizonte;7851,33;dez;9,6;161825,32;Concluída;3,0;22;33,0
306;02-11-2024;CLI-81997;iPhone 15;Acessórios;Sul;Televendas;Maria;Curitiba;1294,53;13;13,9;202130,91;Cancelada;;5;28,7
307;inválida;CLI-75657;Monitor LG;Eletrônicos;Norte;Revendedor;João;São Paulo;751,06;13;7,0;9080,32;Concluída;1,0;2;42,1
308;05-04-2024;CLI-68416;iPhone 15;Periféricos;Centro-Oeste;Loja Física;Maria;Curitiba;5817,59;7;23,3;140555,88;Concluída;4,7;30;33,2
309;29-09-2024;CLI-81579;Mouse Logitech;Periféricos;Nordeste;Online;Carlos;Curitiba;2450,19;13;14,3;103730,77;Cancelada;2,2;20;9,3
310;14-07-2024;CLI-70445;Mouse Logitech;Acessórios;Centro-Oeste;Online;João;Rio de Janeiro;6752,56;6;29,8;108078,76;Pendente;2,7;20;24,0
311;02-07-2024;CLI-65236;Mouse Logitech;Acessórios;Nordeste;Televendas;João;Porto Alegre;872,58;6;22,0;4083,67;Concluída;3,1;15;8,3
312;2024-10-03;CLI-54858;iPhone 15;Acessórios;Norte;Televendas;Ana;Rio de Janeiro;8930,08;15;12,0;117877,06;Pendente;1,4;22;8,3
313;19/11/2024;CLI-12200;Monitor LG;Acessórios;Norte;Revendedor;Pedro;Rio de Janeiro;;5;5,7;20333,58;Cancelada;1,6;26;42,1
314;2024-03-07;CLI-67592;Notebook Dell;Periféricos;Centro-Oeste;Televendas;Ana;São Paulo;6130,98;12;28,5;52603,81;Concluída;2,2;26;9,5
315;29-02-2024;CLI-33594;Monitor LG;Periféricos;Centro-Oeste;Online;Carlos;Rio de Janeiro;5889,35;15;24,1;254790,95;Cancelada;1,4;13;36,0
316;inválida;CLI-29725;Teclado Mecânico;Eletrônicos;Norte;Televendas;João;Rio de Janeiro;8358,15;1;1,9;8199,35;Pendente;2,7;2;24,4
317;2024-06-08;CLI-15007;iPhone 15;Periféricos;Nordeste;Online;Carlos;Rio de Janeiro;5576,99;11;21,9;182065,3;Cancelada;1,9;25;42,4
318;25/04/2024;CLI-53884;Monitor LG;Periféricos;Nordeste;Revendedor;João;Porto Alegre;6781,84;9;28,3;43763,21;Cancelada;4,0;25;8,3
319;15-Jun-2024;CLI-67561;iPhone 15;Periféricos;Centro-Oeste;Televendas;Carlos;São Paulo;4845,77;15;18,2;59457,6;;2,8;30;29,1
320;2024-04-02;CLI-68606;Notebook Dell;Periféricos;Sudeste;Revendedor;Carlos;Curitiba;6383,45;five;10,0;63196,15;Cancelada;1,8;18;26,1
321;20/09/2024;CLI-14088;iPhone 15;Acessórios;Sul;Online;Maria;Curitiba;2119,73;5;15,6;152963,95;Concluída;2,0;30;12,3
322;16-06-2024;CLI-58538;Teclado Mecânico;Eletrônicos;Sul;Loja Física;João;Rio de Janeiro;8833,56;3;22,1;20644,03;Concluída;3,6;26;32,2
323;07/01/2024;CLI-39040;Mouse Logitech;Eletrônicos;Sudeste;Loja Física;João;Porto Alegre;3048,57;7;24,1;16197,05;Cancelada;1,3;8;38,4
324;10/09/2024;CLI-82707;Notebook Dell;Eletrônicos;Sudeste;Revendedor;Pedro;São Paulo;8578,99;dez;6,3;64308,11;Concluída;2,8;30;33,1
325;inválida;CLI-21663;iPhone 15;Eletrônicos;Nordeste;Televendas;Ana;São Paulo;5355,56;3;12,8;14010,14;Cancelada;1,1;5;12,7
326;15-02-2024;CLI-77099;Teclado Mecânico;Acessórios;Nordeste;Televendas;Pedro;Rio de Janeiro;;3;1,7;7654,87;Pendente;3,8;16;22,8
327;18-10-2024;CLI-35348;Notebook Dell;Periféricos;Centro-Oeste;Revendedor;Ana;Belo Horizonte;5867,68;9;7,6;48795,63;Concluída;4,2;1;14,6
